inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks
INSP02476,2026/02/19,SCH0268,1,True,False,False,Yes,Ronith Doctor,Good condition
INSP01976,2025-10-12,SCH0209,False,Haan,True,,Haan,,Average
INSP01762,2025/12/18,SCH0509,1,False,False,Functional,Hai,Patrick Cheema,Average
INSP01306,2026-03-01,S0462,True,,True,H,Available,Ojasvi Chahal,No remarks
INSP01542,2025/08/21,0062,False,True,Hai,True,False,Rehaan Saini,Good condition
INSP00623,28/11/2025,0047,True,True,,Nahi hai,True,Abdul Kar,Needs repair
INSP02437,06/03/2026,SCH0017,Y,True,0,,0,Teerth Mandal,
INSP01494,10.03.2026,SCH0014,Nahi,True,Haan,False,False,Pahal Batra,Average
INSP00111,06-07-2025,0060,True,Haan,True,H,No,Benjamin Varty,No remarks
INSP02276,2025-07-25,SCH0405,Haan,True,True,False,False,,Toilets locked
INSP02388,09.12.2025,SCH0217,False,False,Haan,True,False,Edhitha Lall,Average
INSP01170,21-May-2025,SCH0571,True,True,Hai,False,Yes,Vidhi Dutta,Needs repair
INSP02589,2025/09/05,S0396,False,N,Functional,Nahi,True,Gagan Iyengar,Good condition
INSP00233,12-29-2025,SCH-0303,0,Functional,Hai,True,Functional,Yagnesh Wali,Toilets locked
INSP00067,29/12/2025,sch_0546,Nahi hai,Yes,True,No,True,Alexander Devan,
INSP02847,31.03.2026,SCH0432,True,Available,True,True,Nahi,,
INSP02073,02-05-2026,SCH0228,True,Haan,True,Functional,True,Irya Hayer,No remarks
INSP02193,31/12/2025,SCH0479,Available,Functional,Y,haan,Nahi,Ojasvi Peri,No remarks
INSP00537,05-31-2025,SCH0144,True,Hai,True,Haan,Nahi hai,Parth Rau,Average
INSP00126,19/01/2026,SCH0033,0,False,H,0,na,,Good condition
INSP02134,04-01-2025,S0213,False,1,1,True,False,Rehaan Chaudhuri,Needs repair
INSP01255,02.09.2025,SCH0568,Y,H,Yes,True,1,Amol Sidhu,Needs repair
INSP02787,2025-08-10,SCH0311,True,haan,False,True,True,Luke Ramakrishnan,Good condition
INSP01977,2025/11/10,SCH0194,True,True,H,haan,False,Advaith Chana,
INSP02590,06-20-2025,sch_0005,1,True,1,False,Y,,Needs repair
INSP02483,2025-06-27,SCH0237,,H,1,True,True,Bhanumati Balay,Needs repair
INSP02076,2026-02-03,sch_0183,True,True,Functional,True,1,Kashvi Agarwal,Good condition
INSP00485,11-Jul-2025,SCH0435,False,True,True,N,H,Rachit Rattan,Toilets locked
INSP01655,27.09.2025,sch0024,True,0,Hai,Kharab,False,Jai Aggarwal,No remarks
INSP02814,02-Oct-2025,SCH-0295,Yes,Nahi,True,haan,False,Reva Dasgupta,Toilets locked
INSP02680,20.02.2026,SCH-0119,True,Hai,Hai,Haan,Y,Rohan Ramesh,Average
INSP02529,2025-07-19,SCH0041,Yes,Available,No,True,1,Advik Raja,Needs repair
INSP01775,2025-12-06,SCH-0180,True,True,Functional,True,Haan,Logan Sachdeva,No remarks
INSP00919,09-Mar-2026,SCH0222,Hai,True,True,Haan,Nahi hai,Nitesh Om,Toilets locked
INSP01647,02-08-2026,SCH-0445,True,Haan,False,,False,Baghyawati Dada,Average
INSP01027,2025-04-11,sch0318,True,,0,1,True,,No remarks
INSP01031,03-19-2026,sch_0423,True,haan,True,,na,Daniel Peri,No remarks
INSP00883,16-Dec-2025,SCH-0191,Functional,True,True,True,False,Bhanumati Bhatnagar,Toilets locked
INSP01336,01-05-2026,SCH0263,Nahi hai,True,Yes,Yes,Nahi hai,Megha Samra,Needs repair
INSP02342,13.09.2025,0121,Haan,N,Hai,H,False,Leela Brar,No remarks
INSP00365,2025/05/07,SCH0482,Y,True,haan,True,False,Michael Narula,Toilets locked
INSP02126,22/06/2025,SCH0298,Functional,Yes,,True,False,Chanchal Palan,Average
INSP00028,30-Mar-2026,SCH-0591,False,,True,Nahi,Nahi hai,Bhanumati Mallick,Needs repair
INSP00474,2025/09/04,SCH0496,Hai,H,False,True,False,Vihaan Barman,Good condition
INSP00526,16.05.2025,S0587,True,H,True,Functional,Haan,Yuvraj Kannan,Good condition
INSP00726,20-Oct-2025,S0261,Working,0,True,True,False,Jason Majumdar,Toilets locked
INSP00056,11/08/2025,sch_0086,True,True,H,False,Nahi,Veer Sama,
INSP00639,2025/11/27,SCH-0211,N,True,Hai,True,True,Vasudha Kurian,No remarks
INSP00303,31.07.2025,sch0172,N,True,True,Nahi hai,True,Chatresh Manne,
INSP02743,27-Mar-2026,SCH0242,,True,True,False,False,,Good condition
INSP01277,04-Nov-2025,sch0061,na,Y,False,True,False,Wridesh Yohannan,Toilets locked
INSP02772,05-01-2025,S0518,Functional,False,1,True,False,Upadhriti Som,Average
INSP00625,2026-03-08,sch_0034,True,Haan,True,Kharab,Under Repair,Imaran Konda,Good condition
INSP02056,21/01/2026,S0230,,Hai,Y,,Hai,Advika Kala,
INSP01281,2026/01/20,SCH-0458,Nahi hai,True,0,False,,Ishaan Lal,Average
INSP01050,07/10/2025,SCH0587,,True,H,True,Haan,Finn Babu,No remarks
INSP00337,2025-11-08,sch_0492,1,True,False,Functional,False,Ranbir Dayal,Good condition
INSP00048,07/03/2026,SCH0324,1,haan,Nahi hai,0,na,Charan Kala,Needs repair
INSP00107,29/05/2025,SCH0128,True,True,Y,False,Y,Mugdha Narula,Average
INSP01080,2025-12-04,SCH0150,True,True,No,True,True,Kashvi Bahl,Average
INSP02287,2026/02/14,sch_0322,Available,True,True,False,Y,,
INSP02262,2026/02/05,S0176,True,Y,True,False,Nahi hai,Sanaya Goyal,Good condition
INSP01145,2025-10-06,SCH0024,True,True,False,False,False,Rachana Walla,Average
INSP02510,16/07/2025,0427,H,True,True,True,True,Jackson Pradhan,Needs repair
INSP02297,20/09/2025,SCH0072,Hai,H,True,False,Working,Gayathri Sharaf,Toilets locked
INSP01837,03.05.2025,SCH0193,Y,Haan,True,True,True,Widisha Sarma,Average
INSP01754,11-Oct-2025,SCH0294,1,True,Functional,Nahi hai,na,Nitara Sampath,Good condition
INSP01102,01.06.2025,sch_0039,,haan,N,na,na,Frado Kota,
INSP01969,2025/12/30,sch_0297,Working,True,Available,True,Nahi,Ikshita Singh,Average
INSP00524,27/12/2025,sch0567,True,True,haan,,,Triveni Pant,No remarks
INSP02281,16/07/2025,SCH0259,True,Available,True,haan,False,Umang Chaudhry,No remarks
INSP01429,09-01-2025,S0316,haan,True,True,False,False,Nathan Sahni,No remarks
INSP02742,2025/04/23,SCH0231,True,True,True,Kharab,na,Barkha Bala,Good condition
INSP00604,03-Aug-2025,SCH0552,H,True,True,True,Functional,Bhavini Narang,Needs repair
INSP01490,05-Jul-2025,S0316,Kharab,na,haan,Hai,True,Ryan Bhargava,Toilets locked
INSP02475,04-07-2025,SCH0496,True,Hai,True,True,No,Onkar Karan,
INSP00061,05.11.2025,SCH0518,False,Yes,True,No,N,Anamika Kapur,Good condition
INSP02890,2025/07/29,sch0008,Functional,N,Haan,Hai,True,Samaksh Aurora,Needs repair
INSP00672,2025-11-30,sch_0230,Y,False,True,Available,False,Victor Bhakta,Average
INSP00093,21/07/2025,SCH-0366,False,True,0,N,Available,Yamini Maharaj,Average
INSP00667,13-May-2025,SCH-0412,1,True,Working,True,,Suhani Nath,
INSP01888,11-Apr-2025,SCH-0417,Functional,Available,Hai,N,Kharab,Krisha Ravi,Good condition
INSP00281,2026-03-02,sch0477,Kharab,False,True,False,Nahi hai,Hemani Chopra,Toilets locked
INSP01720,2025/06/15,SCH0337,Yes,True,Hai,False,N,Radhika Kalla,Good condition
INSP00360,2025-10-20,SCH-0382,False,No,Haan,False,True,Aarna Sharma,No remarks
INSP00900,2025-11-22,SCH0036,Hai,True,H,Nahi,False,Nicholas Roy,Toilets locked
INSP01936,23/09/2025,sch_0141,False,Hai,Available,Haan,Available,,Good condition
INSP01995,23/03/2026,SCH0223,Yes,Haan,Y,Yes,Nahi,Advaith Prabhakar,Good condition
INSP01726,2025/11/13,sch_0316,True,Nahi hai,Hai,True,True,Chakradhar Kapoor,Average
INSP00761,07-01-2025,SCH0520,False,H,haan,haan,H,Vasana Keer,Toilets locked
INSP02159,04-Apr-2025,SCH-0090,Y,,na,Yes,False,,Needs repair
INSP02758,2025-12-23,sch_0096,False,Functional,Nahi,Nahi hai,False,Ishanvi Ratti,Average
INSP00043,15-Jul-2025,SCH0032,Nahi hai,H,,True,No,Unnati Shankar,
INSP02174,30.04.2025,SCH0509,Broken,Haan,H,1,False,Rachana Sem,No remarks
INSP00205,16/11/2025,SCH0411,,False,True,True,True,Brijesh Virk,Toilets locked
INSP01474,2025/11/04,SCH-0548,True,0,,H,,Ekapad Keer,Average
INSP02101,2025-10-07,SCH0004,Hai,Yes,Yes,No,False,,
INSP00069,2026-02-18,SCH0532,True,1,Haan,Broken,False,Anika Warrior,Needs repair
INSP01876,2025/10/01,SCH0587,H,Yes,Y,H,True,Finn Khurana,Needs repair
INSP02600,10-Sep-2025,0414,Y,Nahi hai,Yes,H,Haan,Faraj Mishra,
INSP02232,2025/07/17,SCH0375,Available,True,No,False,Working,Baghyawati Oak,No remarks
INSP00138,22/08/2025,sch_0075,True,0,False,False,True,Ira Atwal,Toilets locked
INSP00797,2025-05-06,SCH-0319,Yes,True,Functional,No,True,Pranav Krishna,Needs repair
INSP02181,08/05/2025,SCH0033,True,Yes,Yes,Working,False,Fariq Lad,Toilets locked
INSP02129,2026/03/04,S0244,Nahi hai,Nahi,True,True,1,Pavani Pal,Average
INSP00759,22.09.2025,SCH0246,0,,False,False,1,Jhalak Thaman,No remarks
INSP00542,2026-02-22,SCH-0411,Working,Y,1,False,False,Bhavna Subramanian,Average
INSP01020,2025-05-13,SCH0178,Nahi hai,Functional,True,False,False,,Average
INSP02412,24-Jul-2025,sch_0457,Broken,True,0,na,Nahi hai,Naksh Ghosh,Average
INSP00166,2025/07/05,S0309,False,True,True,,H,,
INSP00249,29-Oct-2025,SCH-0371,1,,Available,No,Yes,Onkar Dua,Toilets locked
INSP01332,2025-04-23,sch_0220,haan,True,True,False,No,Ekansh Nayak,Good condition
INSP02018,07/10/2025,S0471,False,1,Working,1,False,Eiravati Jani,No remarks
INSP00447,02-01-2026,S0143,True,Yes,True,True,False,Dalaja Rao,Needs repair
INSP01359,2025/05/20,SCH0446,No,True,True,Haan,True,Anmol Mand,Needs repair
INSP02146,25-Dec-2025,SCH0085,False,True,Yes,True,True,Gavin D’Alia,Toilets locked
INSP01330,04-01-2025,SCH0463,True,Yes,True,Yes,H,Champak Warrior,No remarks
INSP00153,15.10.2025,sch0540,True,H,Y,Yes,True,Geetika Kulkarni,
INSP02151,14-Jan-2026,SCH0371,True,True,True,Hai,Hai,Indali Walla,Good condition
INSP00435,11-19-2025,S0189,True,Working,True,,True,,Needs repair
INSP02123,2026-01-23,0226,Working,N,haan,True,na,Warjas Mall,Good condition
INSP00578,2025-12-24,SCH0109,haan,True,True,False,False,Andrew Ahuja,Toilets locked
INSP02515,01-Jun-2025,SCH0135,False,True,Yes,1,True,Ijaya Karpe,No remarks
INSP02882,07-20-2025,S0059,N,Haan,Nahi hai,True,1,Christopher Agarwal,Good condition
INSP01849,2025-05-14,S0345,haan,Haan,na,Functional,True,Qasim Kanda,
INSP00763,18-May-2025,sch_0092,True,Yes,Available,True,H,Isha Kohli,
INSP00389,16/08/2025,sch_0238,Available,haan,Functional,Hai,False,Aradhana Bumb,Average
INSP00236,09/11/2025,0329,True,True,True,False,Functional,Fariq Sen,Average
INSP02740,29.05.2025,SCH0543,Nahi hai,Hai,True,haan,False,Tanmayi Puri,Average
INSP01985,12/11/2025,SCH-0531,Under Repair,Available,True,True,Nahi,Tanvi Padmanabhan,Good condition
INSP00268,30.12.2025,SCH0206,,True,Hai,Yes,Y,Irya Mody,Needs repair
INSP00771,05-09-2025,SCH0309,1,,Haan,Nahi hai,Kharab,Om Shenoy,
INSP02166,12/12/2025,SCH0471,,,True,,Yes,Harshil Bhargava,Good condition
INSP00438,28/04/2025,S0417,True,0,True,False,False,Mitali Nair,Needs repair
INSP00674,2025/04/15,SCH-0059,False,True,1,Working,,Chaman Naik,No remarks
INSP00250,06.03.2026,sch_0098,True,1,True,Yes,False,Ojas Doshi,Average
INSP02202,05/03/2026,S0312,Y,True,H,0,,Lakshmi Sami,Good condition
INSP01575,17.09.2025,sch_0311,True,haan,Working,Y,Nahi,Irya Narasimhan,Good condition
INSP02143,13.02.2026,sch_0452,Hai,Y,Kharab,No,False,Lila Taneja,Average
INSP02082,2025/04/13,SCH0181,haan,Yes,,1,False,Krisha Bal,No remarks
INSP02753,2025-09-28,S0270,haan,1,True,,Functional,Raagini Wason,No remarks
INSP02701,2025-09-07,0025,Haan,True,haan,No,Not Available,Krishna Korpal,Toilets locked
INSP01966,2026-03-13,0281,Y,Y,False,False,True,Vihaan Varma,Good condition
INSP00449,2025-08-15,SCH-0310,,Y,True,False,True,Anay Ben,No remarks
INSP01470,03-07-2026,SCH0268,0,1,haan,True,Hai,Anika Sahota,Toilets locked
INSP00717,16/02/2026,SCH0242,True,1,Working,haan,na,Bachittar Talwar,Toilets locked
INSP02682,2025-09-23,SCH0574,Working,True,haan,False,True,Raagini Dube,No remarks
INSP02750,02.10.2025,SCH0187,True,True,True,False,True,Sara Chandra,Good condition
INSP02049,2025-06-16,SCH0259,True,True,Haan,Yes,0,,Average
INSP01902,2026-02-24,SCH0417,False,haan,True,Yes,True,Ekanta Ganguly,Good condition
INSP01169,01-Jun-2025,SCH0435,Hai,1,No,Yes,na,Nikita Borah,
INSP00083,30.12.2025,S0130,Working,True,True,True,Nahi hai,Jai Sheth,
INSP02550,01/03/2026,sch_0330,haan,No,,Working,False,Eesha Banerjee,Needs repair
INSP01461,2025-07-23,SCH0590,1,True,True,True,True,Qarin Wali,Needs repair
INSP01894,2025/12/18,SCH0238,Working,True,True,False,Nahi,Kai Oak,Average
INSP01669,07.04.2025,SCH0080,False,True,Working,Under Repair,Functional,Charan Sura,Needs repair
INSP02001,20-Apr-2025,SCH0425,True,1,Functional,No,haan,Jagvi Gour,
INSP00476,25-Oct-2025,SCH0241,Yes,True,,1,N,Leela Palla,Toilets locked
INSP00518,31.08.2025,SCH-0272,1,1,Y,Haan,N,Alka Shere,No remarks
INSP00405,2025-09-03,sch0290,True,True,False,False,True,,Good condition
INSP00385,05.03.2026,SCH0387,True,Yes,True,H,Hai,Kritika Setty,Toilets locked
INSP02762,09-Apr-2025,SCH-0238,No,0,True,,na,Faraj Sagar,No remarks
INSP02153,2025-11-04,SCH0354,Yes,True,True,Available,False,Vasatika Suresh,Needs repair
INSP01634,16/01/2026,sch0469,,Functional,True,No,Nahi,Chaman Chhabra,No remarks
INSP01191,20.09.2025,SCH-0272,haan,True,Broken,Yes,Haan,Vihaan Ramaswamy,Toilets locked
INSP00689,2025/11/07,S0017,False,False,True,Under Repair,True,,
INSP01241,18/07/2025,SCH0170,Nahi,True,Yes,,No,Jai Mandal,Toilets locked
INSP00063,2025/07/20,S0464,1,Working,Working,Working,No,Harsh Nagy,Average
INSP00853,23/04/2025,SCH0329,True,True,Hai,True,,Atharv Balakrishnan,Good condition
INSP02892,02/03/2026,SCH0225,Not Available,True,True,No,True,Sai Ram,Toilets locked
INSP02606,24.07.2025,sch_0429,False,1,haan,True,Not Available,Ria Bedi,Needs repair
INSP01263,07.12.2025,SCH0540,False,False,True,,Haan,Gabriel Jaggi,No remarks
INSP00224,2025-12-13,sch0562,True,Y,False,False,True,Manan Patla,No remarks
INSP02194,2025/08/22,SCH0263,False,na,True,0,Y,Qarin Suri,Average
INSP00374,2025/04/07,sch_0017,True,Y,True,True,Available,Fitan Yogi,Needs repair
INSP01825,21-Apr-2025,SCH0214,True,True,1,H,Under Repair,Lekha Chaudhari,Good condition
INSP02668,16.08.2025,sch0580,False,Functional,haan,Hai,True,Upkaar Khurana,No remarks
INSP00645,2025-10-18,SCH-0589,Available,True,Nahi,Functional,False,Amaira Padmanabhan,Average
INSP02731,2026-01-11,SCH0585,True,Yes,True,True,True,Wakeeta Merchant,Needs repair
INSP02822,2026-01-13,SCH0432,,Yes,True,True,Hai,Zayyan Oza,Good condition
INSP00010,10-11-2025,SCH-0020,Broken,haan,No,Hai,Available,Wriddhish Golla,Needs repair
INSP01945,17-Mar-2026,SCH0235,Y,,True,Not Available,True,Garima Devi,Good condition
INSP01839,11-18-2025,SCH-0497,Y,True,Hai,Nahi,,Mugdha Lad,Toilets locked
INSP00709,02-13-2026,SCH-0377,haan,Y,,True,True,Pooja D’Alia,No remarks
INSP00256,07.03.2026,SCH0478,,haan,True,True,H,Yashasvi Gade,No remarks
INSP01618,2025-11-22,SCH0116,False,,True,True,False,Upma Savant,No remarks
INSP00390,09-24-2025,sch0042,True,True,True,Y,Yes,Xavier Keer,Needs repair
INSP01582,2025/12/01,S0279,Hai,Functional,True,False,False,Ojasvi Bassi,Needs repair
INSP00925,2025-12-11,SCH0488,0,,haan,False,Y,Dalaja Nath,Good condition
INSP02037,09-03-2025,sch_0410,True,True,Working,Haan,True,Sarthak Bhatti,Toilets locked
INSP02527,2025-12-27,S0430,Nahi hai,True,Y,True,Under Repair,Chatresh Mohan,Good condition
INSP01225,21.06.2025,SCH0596,N,1,,Y,Nahi,Janani Mitter,Needs repair
INSP01947,06-29-2025,sch_0514,True,True,True,Nahi hai,False,Nirja Toor,Average
INSP00740,10-06-2025,SCH0008,True,True,True,False,Yes,Praneel Chahal,Toilets locked
INSP00041,22.09.2025,sch0116,True,Available,Haan,True,,Tanveer Garde,Needs repair
INSP00869,2026-02-21,SCH0441,haan,Y,True,Nahi,True,Warinder Bhardwaj,Average
INSP00540,01.10.2025,SCH-0067,True,H,N,1,Available,Osha Kara,No remarks
INSP01299,2025/11/01,S0075,True,,True,Haan,Haan,Warjas Jani,Toilets locked
INSP01372,08-Jan-2026,0206,No,True,False,1,0,Upma Guha,No remarks
INSP01146,2025/04/22,SCH0341,True,Y,Available,True,Nahi hai,Reyansh Yogi,Needs repair
INSP01032,16-Jan-2026,sch_0195,True,True,Nahi hai,0,True,Aarnav Mittal,Average
INSP00373,26.04.2025,S0524,1,False,False,haan,H,Benjamin Modi,
INSP00668,06.07.2025,sch_0127,,Y,Hai,True,False,Qabil Desai,Needs repair
INSP00358,02-25-2026,SCH0051,Functional,Yes,True,False,H,Ekapad Bava,Toilets locked
INSP00968,02-23-2026,S0203,True,haan,True,Hai,True,Gavin Bera,Needs repair
INSP01354,20/04/2025,SCH0506,Haan,True,Y,Y,False,Irya Amble,Average
INSP01036,2026-01-24,SCH0586,Working,Yes,H,Hai,haan,Jack Rai,
INSP00471,06-12-2025,SCH-0042,Working,Functional,haan,True,,,No remarks
INSP01397,13.02.2026,SCH-0596,False,True,Hai,Kharab,False,Hamsini Sekhon,Good condition
INSP02756,2025-05-21,sch0252,True,No,True,,True,Saksham Hora,
INSP01550,08/11/2025,SCH0403,False,,0,True,H,Teerth Narain,No remarks
INSP01257,18-Sep-2025,sch_0192,haan,Hai,Nahi hai,Nahi,Broken,,Needs repair
INSP02095,07.06.2025,sch_0258,True,1,Hai,Kharab,True,Bakhshi Bali,Good condition
INSP01556,18-Mar-2026,SCH0331,True,True,True,True,1,,Needs repair
INSP02722,12-01-2025,sch_0084,Working,1,True,False,False,Madhav Dhawan,Good condition
INSP01251,10-24-2025,SCH0232,True,1,Working,False,False,Ekanta Kuruvilla,Good condition
INSP01700,07.12.2025,SCH-0208,Nahi hai,True,True,False,False,Kamala Murty,Average
INSP01253,04/05/2025,SCH-0421,haan,Yes,,True,,,
INSP02923,28/08/2025,S0344,True,True,Functional,False,False,Darpan Dhaliwal,No remarks
INSP00080,01.10.2025,SCH0526,False,Nahi hai,False,True,Nahi,Jasmit Sampath,Average
INSP01173,01-11-2026,sch0398,False,1,Yes,True,True,,Good condition
INSP00815,2025/09/22,sch0419,True,True,True,True,True,Ayaan Din,Toilets locked
INSP01853,16/08/2025,sch_0132,True,,True,False,True,Advik Korpal,Good condition
INSP02221,26.03.2026,sch_0499,False,Functional,,haan,0,,Good condition
INSP02765,2025/09/11,SCH0103,na,1,True,False,No,Pratyush Khosla,No remarks
INSP02106,04-07-2025,SCH-0466,Y,True,True,True,Y,Elijah Dugar,Good condition
INSP00134,2025/04/24,sch_0266,True,True,True,Haan,False,Hredhaan Shere,Needs repair
INSP01141,09-23-2025,SCH-0018,True,H,True,N,Nahi,,
INSP00934,2026/01/24,SCH0156,H,Working,Hai,True,False,Nitesh Varughese,Toilets locked
INSP00929,2025/04/01,sch_0534,Hai,0,,,N,Noah Deol,No remarks
INSP00824,2025-11-17,SCH0427,True,Functional,Haan,,,Harsh Konda,Average
INSP01532,2025-12-05,SCH-0003,True,Yes,H,True,Working,Bakhshi Butala,Toilets locked
INSP01215,28/06/2025,SCH0143,False,Functional,N,True,N,Jason Gill,Average
INSP00505,25-Feb-2026,SCH0109,False,True,True,Working,Nahi hai,Ekavir Tara,
INSP02046,12.04.2025,sch_0228,Under Repair,No,1,True,Yes,Warda Mander,Needs repair
INSP02396,12/09/2025,SCH-0579,False,1,True,False,False,Alka Dua,Needs repair
INSP01997,14/06/2025,sch0142,H,True,Functional,True,,,Needs repair
INSP02435,17-Apr-2025,0249,Available,na,True,False,True,,Average
INSP01959,22.05.2025,SCH0567,Not Available,False,True,1,Haan,Hredhaan Madan,Good condition
INSP01385,2025/11/18,S0212,True,Available,True,Yes,Nahi,Shravya Aggarwal,No remarks
INSP00895,2026-01-17,SCH-0204,True,True,1,False,False,Vasana Chaudhuri,No remarks
INSP00829,14.11.2025,SCH0086,True,Haan,No,True,Yes,Amara Choudhry,Good condition
INSP00052,2025-12-07,SCH-0320,False,True,Yes,Nahi,Kharab,Daksha Kapadia,Good condition
INSP02524,2025-04-23,SCH0558,True,Functional,True,1,No,Harrison Bhatnagar,Good condition
INSP01684,2025-09-19,SCH0248,Haan,True,True,False,True,Ekalinga Sachdeva,
INSP02707,12-03-2025,SCH0472,True,True,Hai,True,,Aarush Agate,Toilets locked
INSP01764,2026-01-31,sch_0019,Yes,True,haan,,Yes,,Good condition
INSP02643,07-31-2025,SCH0183,Haan,Hai,Haan,haan,True,Samuel Dugar,Needs repair
INSP00653,2026-02-07,SCH0572,Yes,True,Nahi,N,False,Aarini Narasimhan,
INSP00173,06.07.2025,S0151,H,Y,Working,True,,,Good condition
INSP00039,2025-09-18,SCH0246,No,Y,na,Y,H,Ikshita Lanka,Needs repair
INSP01331,10.12.2025,SCH0498,1,Yes,False,Available,Yes,Nitesh Baria,No remarks
INSP00714,24/01/2026,SCH0147,True,Yes,haan,,True,Anamika Borde,No remarks
INSP00091,06-Jan-2026,SCH0496,haan,True,False,True,True,Triveni Rao,Average
INSP00046,14-Nov-2025,S0280,True,H,True,Y,No,Naksh Ray,Good condition
INSP01206,17.07.2025,sch_0278,H,Hai,True,Haan,False,,No remarks
INSP02603,2025/09/15,sch0203,True,False,haan,1,True,Qushi Merchant,Needs repair
INSP02718,20/02/2026,SCH-0318,H,True,,True,False,Manan Joshi,Good condition
INSP01828,2026-01-25,SCH0586,True,True,haan,True,N,,Average
INSP01156,03/08/2025,SCH0214,True,True,Broken,False,False,Logan Kuruvilla,Needs repair
INSP01325,2026-03-13,SCH0278,True,Haan,Y,Hai,False,Isaac Prabhakar,Average
INSP00217,2026/02/18,sch_0082,Functional,haan,Yes,True,False,Ekani Sahni,No remarks
INSP00511,2026-01-20,SCH0265,False,True,False,Nahi hai,No,Turvi Sundaram,Toilets locked
INSP01681,10-Jul-2025,sch0037,Yes,Hai,Kharab,True,0,Anjali Dua,Good condition
INSP00500,2025/08/23,SCH-0062,na,True,Broken,Functional,H,Ekta Pandey,
INSP02609,10.09.2025,SCH-0057,True,,0,True,0,Manbir Sood,No remarks
INSP01857,04-11-2025,SCH0436,False,True,True,False,haan,Amol Dutta,Needs repair
INSP01389,2025-05-26,S0306,Yes,haan,True,na,Y,Omaja Bal,No remarks
INSP01520,23-Apr-2025,SCH0498,Nahi hai,True,H,False,False,,Toilets locked
INSP02387,11.07.2025,sch0062,H,1,False,Y,False,Unni Chauhan,Needs repair
INSP02861,16/08/2025,sch0016,Functional,True,Nahi hai,Haan,True,Vrishti Goel,Toilets locked
INSP02077,07-17-2025,sch0077,,False,True,True,False,David Patel,Average
INSP01541,23.01.2026,SCH0123,False,na,True,True,True,Yagnesh Buch,Average
INSP01218,12-Dec-2025,SCH0433,True,True,True,True,False,Priya Sen,
INSP01417,07-19-2025,SCH0094,haan,True,Yes,True,,Reyansh Tara,Needs repair
INSP02218,2026-01-26,SCH0013,True,Hai,True,True,True,Yashodhara Gopal,Average
INSP02650,04-Nov-2025,SCH0582,1,True,Functional,,No,Nicholas Garg,Toilets locked
INSP01677,2025-10-19,sch_0599,True,1,Yes,False,True,Tanvi Kannan,Average
INSP01198,28.04.2025,SCH0322,True,haan,na,False,No,Panini Narang,Needs repair
INSP01543,2025/04/23,SCH-0365,1,,True,False,False,Vritti Bassi,Average
INSP02540,06-22-2025,SCH0230,Yes,H,True,True,True,Hemal Jain,Good condition
INSP00954,30/10/2025,sch_0158,1,True,Haan,False,,Vritti Tara,Average
INSP00751,2025-08-23,SCH0538,Not Available,Yes,Yes,na,True,Lohit Karpe,Needs repair
INSP00235,10/04/2025,sch_0222,na,Haan,,na,,Isha Devan,Toilets locked
INSP00733,2025/04/04,0235,True,Haan,Y,N,False,Anamika Srivastava,No remarks
INSP01269,2025/10/04,sch0488,haan,True,True,na,,Ojasvi Rattan,
INSP01157,11.08.2025,SCH0361,Y,True,Nahi hai,Yes,haan,Wishi Bhardwaj,Good condition
INSP02706,2026/02/28,SCH0450,False,True,haan,0,1,Yoshita Jani,Good condition
INSP02446,01.05.2025,sch_0338,Haan,False,True,1,Haan,Urmi Thakur,Toilets locked
INSP01210,02-04-2026,S0287,False,Yes,Y,True,H,,Good condition
INSP01066,16.10.2025,sch0334,Available,Yes,True,False,False,Zarna Oommen,Needs repair
INSP02157,25/01/2026,SCH0488,True,Y,Nahi hai,Y,No,Samaksh Pant,Toilets locked
INSP01063,2025-05-30,0554,True,Kharab,True,na,Y,Siddharth Divan,No remarks
INSP01168,2025-10-11,SCH-0442,False,True,1,Hai,True,Ranveer Yohannan,Average
INSP01493,04/12/2025,SCH-0330,True,Yes,True,True,Y,Chaitanya Chand,Average
INSP02604,14.04.2025,SCH-0411,True,True,Functional,Yes,Yes,Anay Karan,
INSP00885,2025-11-12,SCH0531,,True,Haan,False,False,,Good condition
INSP00144,22.05.2025,SCH0229,Hai,Y,Nahi hai,No,True,Brijesh Yadav,Toilets locked
INSP02478,15/02/2026,sch0452,False,Available,True,na,False,Arjun Andra,Average
INSP00851,17/01/2026,0412,,True,True,na,Yes,Devansh Sanghvi,
INSP00718,09.09.2025,sch0555,Y,H,Haan,True,na,,No remarks
INSP02985,04.12.2025,sch_0271,True,True,H,False,Nahi,Adya Vasa,Average
INSP02503,08/06/2025,SCH0196,False,Yes,Yes,True,Y,Lavanya Talwar,No remarks
INSP00265,13-Jun-2025,sch_0321,Functional,,,True,Under Repair,Chavvi Upadhyay,No remarks
INSP00076,2026/01/22,S0330,True,True,Yes,Yes,No,Girik Venkatesh,
INSP02493,16.11.2025,S0339,True,Kharab,True,Hai,Functional,Meghana Sehgal,No remarks
INSP00396,2025/10/19,S0593,True,Yes,False,No,True,Chandran Solanki,
INSP02678,11-19-2025,SCH0451,True,True,True,False,True,Fariq Dixit,No remarks
INSP02225,2025-10-18,sch_0263,False,Haan,True,False,False,Falguni Ramanathan,Toilets locked
INSP02942,2025-07-02,SCH0254,False,False,True,,False,Yash Bhakta,Average
